,name,state,population,poverty_%,la_kids_%,la_novehicle_%,la_snap_%,fips
2879,Van Buren County,TN,5548,18.7,19.88,2.47,7.16,47175
2880,Van Wert County,OH,28744,11.14,23.4,1.66,4.14,39161
2881,Van Zandt County,TX,52579,14.36,21.91,1.35,4.17,48467
2882,Vance County,NC,45422,24.41,21.54,3.3,7.15,37181
2883,Vanderburgh County,IN,179703,17.58,17.15,2.24,3.55,18163
2884,Venango County,PA,54984,13.93,18.03,1.94,4.92,42121
2885,Ventura County,CA,823318,9.61,12.94,0.63,0.96,6111
2886,Vermilion County,IL,81625,19.73,19.55,3.0,4.97,17183
2887,Vermilion Parish,LA,57999,17.57,22.34,1.96,5.17,22113
2888,Vermillion County,IN,16212,15.23,18.05,1.38,3.77,18165
2889,Vernon County,MO,21159,13.26,23.16,3.02,4.59,29217
2890,Vernon County,WI,29773,16.65,24.02,3.05,2.87,55123
2891,Vernon Parish,LA,52334,16.51,27.21,2.27,4.19,22115
2892,Victoria County,TX,86793,15.38,20.11,1.4,3.15,48469
2893,Vigo County,IN,107848,19.4,19.41,2.87,5.1,18167
2894,Vilas County,WI,21430,13.66,15.94,1.42,5.15,55125
2895,Vinton County,OH,13435,20.82,22.46,2.85,9.67,39163
2896,Virginia Beach city,VA,437994,7.58,13.85,0.73,1.09,51810
2897,Volusia County,FL,494593,15.36,14.79,1.79,4.36,12127
2898,Wabash County,IL,11947,11.97,15.53,1.29,3.88,17185
2899,Wabash County,IN,32888,12.62,20.55,1.85,2.81,18169
2900,Wabasha County,MN,21676,5.92,19.76,1.14,1.52,27157
2901,Wabaunsee County,KS,7053,5.67,23.65,0.74,1.57,20197
2902,Wadena County,MN,13843,15.26,18.67,1.4,2.92,27159
2903,Wagoner County,OK,73085,10.84,24.25,0.99,3.82,40145
2904,Wahkiakum County,WA,3978,7.81,18.43,0.53,6.59,53069
2905,Wake County,NC,900993,10.26,19.22,0.95,1.75,37183
2906,Wakulla County,FL,30776,12.16,21.26,1.03,4.11,12129
2907,Waldo County,ME,38786,13.95,19.88,1.75,5.55,23027
2908,Walker County,AL,67023,19.85,20.69,2.13,5.87,1127
2909,Walker County,GA,68756,17.65,21.72,1.53,4.42,13295
2910,Walker County,TX,67861,23.74,14.89,0.63,1.47,48471
2911,Walla Walla County,WA,58781,13.83,15.61,1.55,3.01,53071
2912,Wallace County,KS,1485,11.65,15.89,0.2,1.62,20199
2913,Waller County,TX,43205,15.76,20.27,1.02,3.7,48473
2914,Wallowa County,OR,7008,14.75,11.97,1.66,5.47,41063
2915,Walsh County,ND,11119,9.66,15.69,1.4,2.17,38099
2916,Walthall County,MS,15443,27.55,25.16,1.98,6.27,28147
2917,Walton County,FL,55043,15.68,18.94,1.98,4.19,12131
2918,Walton County,GA,83768,13.21,25.11,0.92,3.72,13297
2919,Walworth County,SD,5438,10.1,14.33,0.57,1.77,46129
2920,Walworth County,WI,102228,12.33,21.52,1.6,3.87,55127
2921,Wapello County,IA,35625,15.65,20.2,2.79,6.9,19179
2922,Ward County,ND,61675,9.4,17.7,0.97,1.46,38101
2923,Ward County,TX,10658,13.15,19.42,0.85,1.99,48475
2924,Ware County,GA,36312,23.97,21.1,2.37,6.48,13299
2925,Warren County,GA,5834,26.19,21.67,5.3,8.28,13301
2926,Warren County,IA,46225,6.94,21.53,1.05,2.35,19181
2927,Warren County,IL,17707,12.49,14.93,1.01,2.86,17187
2928,Warren County,IN,8508,10.43,22.39,0.98,3.3,18171
2929,Warren County,KY,113792,19.02,18.8,1.74,3.73,21227
2930,Warren County,MO,32513,13.41,21.8,1.06,3.41,29219
2931,Warren County,MS,48773,21.3,23.2,2.4,5.31,28149
2932,Warren County,NC,20972,18.72,20.24,4.1,7.53,37185
2933,Warren County,NJ,108692,7.8,21.27,2.2,2.28,34041
2934,Warren County,NY,65707,10.31,18.05,3.21,4.28,36113
2935,Warren County,OH,212693,4.54,24.04,0.91,1.36,39165
2936,Warren County,PA,41815,12.65,17.53,1.94,3.91,42123
2937,Warren County,TN,39839,23.17,21.83,2.15,7.15,47177
2938,Warren County,VA,37575,10.47,22.33,1.69,3.36,51187
2939,Warrick County,IN,59689,7.72,21.92,0.85,1.79,18173
2940,Wasatch County,UT,23530,7.06,26.79,0.44,0.52,49051
2941,Wasco County,OR,25213,13.36,18.48,1.44,6.0,41065
2942,Waseca County,MN,19136,9.24,20.39,1.22,2.38,27161
2943,Washakie County,WY,8533,12.27,15.07,1.24,1.17,56043
2944,Washburn County,WI,15911,13.32,17.74,1.46,4.95,55129
2945,Washington County,AL,17581,20.23,24.74,1.34,5.97,1129
2946,Washington County,AR,203065,17.95,19.82,1.66,2.18,5143
2947,Washington County,CO,4814,10.67,18.34,0.98,2.06,8121
2948,Washington County,FL,24896,22.99,19.33,1.76,6.41,12133
2949,Washington County,GA,21187,26.47,20.9,2.17,8.17,13303
2950,Washington County,IA,21704,9.24,19.51,1.03,2.45,19183
2951,Washington County,ID,10198,15.68,18.26,1.77,4.41,16087
2952,Washington County,IL,14716,8.23,16.57,0.77,2.75,17189
2953,Washington County,IN,28262,13.03,22.95,2.02,4.16,18175
2954,Washington County,KS,5799,13.04,19.26,0.98,1.5,20201
2955,Washington County,KY,11717,16.47,22.68,1.73,5.23,21229
2956,Washington County,MD,147430,12.42,18.94,2.11,4.26,24043
2957,Washington County,ME,32856,18.63,17.61,3.07,8.41,23029
2958,Washington County,MN,238136,4.68,23.26,0.95,1.32,27163
2959,Washington County,MO,25195,20.2,21.89,1.62,7.31,29221
2960,Washington County,MS,51137,33.79,24.36,4.4,9.64,28151
2961,Washington County,NC,13228,23.79,20.79,4.41,9.99,37187
2962,Washington County,NE,20234,8.21,23.37,1.45,2.86,31177
2963,Washington County,NY,63216,11.88,18.62,2.41,4.96,36115
2964,Washington County,OH,61778,15.64,18.43,1.96,4.56,39167
2965,Washington County,OK,50976,14.16,17.84,1.37,3.31,40147
2966,Washington County,OR,529710,9.73,16.26,1.0,2.08,41067
2967,Washington County,PA,207820,9.77,18.53,2.71,4.37,42125
2968,Washington County,RI,126979,10.89,17.68,1.36,2.3,44009
2969,Washington County,TN,122979,15.58,17.25,1.89,4.41,47179
2970,Washington County,TX,33718,14.06,19.89,1.49,2.57,48477
2971,Washington County,UT,138115,12.64,24.25,0.9,2.12,49053
2972,Washington County,VA,54876,15.11,17.42,1.53,4.04,51191
2973,Washington County,VT,59534,11.35,16.82,2.03,3.75,50023
2974,Washington County,WI,131887,4.83,20.82,1.08,1.96,55131
2975,Washington Parish,LA,47168,26.85,21.19,2.67,8.29,22117
2976,Washita County,OK,11629,13.72,24.18,1.65,3.84,40149
2977,Washoe County,NV,421407,12.42,16.11,1.64,2.3,32031
2978,Washtenaw County,MI,344791,15.71,17.19,2.14,2.3,26161
2979,Watauga County,NC,51079,29.74,12.53,1.58,2.27,37189
2980,Watonwan County,MN,11211,12.68,14.6,0.72,1.97,27165
2981,Waukesha County,WI,389891,4.98,20.64,1.21,1.5,55133
2982,Waupaca County,WI,52410,10.62,19.76,1.65,3.57,55135
2983,Waushara County,WI,24496,11.43,18.13,2.0,4.38,55137
2984,Wayne County,GA,30099,19.97,22.57,2.41,5.85,13305
2985,Wayne County,IA,6403,15.03,19.27,3.28,4.39,19185
2986,Wayne County,IL,16760,13.98,19.01,2.15,4.87,17191
2987,Wayne County,IN,68917,16.72,19.83,2.86,5.18,18177
2988,Wayne County,KY,20813,24.43,22.05,3.81,8.41,21231
2989,Wayne County,MI,1820584,23.49,14.54,2.64,4.84,26163
2990,Wayne County,MO,13521,23.96,20.32,3.27,8.51,29223
2991,Wayne County,MS,20747,21.89,22.85,2.39,6.19,28153
2992,Wayne County,NC,122623,21.85,21.94,2.56,6.05,37191
2993,Wayne County,NE,9595,15.38,14.65,0.72,0.92,31179
2994,Wayne County,NY,93772,11.42,20.2,1.9,3.53,36117
2995,Wayne County,OH,114520,12.43,21.66,2.63,2.91,39169
2996,Wayne County,PA,52822,11.47,17.63,1.45,4.13,42127
2997,Wayne County,TN,17021,19.03,18.05,1.82,5.68,47181
2998,Wayne County,UT,2778,8.49,29.23,1.15,3.06,49055
2999,Wayne County,WV,42481,22.59,20.03,3.61,7.28,54099
3000,Waynesboro city,VA,21006,17.41,14.08,1.99,4.73,51820
3001,Weakley County,TN,35021,23.65,18.12,2.44,6.35,47183
3002,Webb County,TX,250304,31.21,22.18,1.12,4.41,48479
3003,Weber County,UT,231236,11.46,22.05,1.05,1.96,49057
3004,Webster County,GA,2799,25.15,24.26,2.82,8.9,13307
3005,Webster County,IA,38013,15.93,17.21,1.82,3.82,19187
3006,Webster County,KY,13621,21.88,23.27,2.07,6.22,21233
3007,Webster County,MO,36202,16.54,24.25,2.12,4.16,29225
3008,Webster County,MS,10253,24.9,21.75,1.66,6.87,28155
3009,Webster County,NE,3812,10.97,18.1,1.55,2.86,31181
3010,Webster County,WV,9154,29.16,19.5,5.42,10.36,54101
3011,Webster Parish,LA,41207,26.72,20.11,2.29,6.14,22119
3012,Weld County,CO,252825,11.25,22.59,0.88,2.27,8123
3013,Wells County,IN,27636,9.68,22.51,1.65,3.26,18179
3014,Wells County,ND,4207,6.63,11.24,0.4,0.52,38103
3015,West Baton Rouge Parish,LA,23788,16.26,21.26,1.87,5.04,22121
3016,West Carroll Parish,LA,11604,22.59,21.83,1.32,3.82,22123
3017,West Feliciana Parish,LA,15625,13.66,15.3,1.0,3.3,22125
3018,Westchester County,NY,949113,9.39,11.43,1.03,0.57,36119
3019,Westmoreland County,PA,365169,10.1,16.99,2.32,3.89,42129
3020,Westmoreland County,VA,17454,11.95,18.09,2.43,4.56,51193
3021,Weston County,WY,7208,17.38,15.41,0.6,1.35,56045
3022,Wetzel County,WV,16583,23.19,17.17,2.68,5.17,54103
3023,Wexford County,MI,32735,16.19,20.08,1.85,4.93,26165
3024,Wharton County,TX,41280,17.67,23.27,1.7,4.62,48481
3025,Whatcom County,WA,201140,15.62,17.87,1.73,3.93,53073
3026,Wheatland County,MT,2168,17.25,15.5,1.34,1.75,30107
3027,Wheeler County,GA,7421,26.92,18.85,3.49,5.67,13309
3028,Wheeler County,NE,818,9.25,24.57,0.61,2.32,31183
3029,Wheeler County,OR,1441,20.04,17.97,2.08,8.26,41069
3030,Wheeler County,TX,5410,17.78,20.2,1.18,3.64,48483
3031,White County,AR,77076,17.69,20.52,1.8,3.79,5145
3032,White County,GA,27144,13.74,21.5,0.98,4.1,13311
3033,White County,IL,14665,13.43,16.04,2.49,4.9,17193
3034,White County,IN,24643,8.59,20.25,1.1,2.62,18181
3035,White County,TN,25841,16.94,21.9,1.86,6.91,47185
3036,White Pine County,NV,10030,11.14,19.83,0.77,2.46,32033
3037,Whiteside County,IL,58498,10.59,18.76,1.7,3.97,17195
3038,Whitfield County,GA,102599,17.98,22.96,1.41,3.12,13313
3039,Whitley County,IN,33292,9.07,21.89,1.03,2.01,18183
3040,Whitley County,KY,35637,26.45,21.09,2.04,7.9,21235
3041,Whitman County,WA,44776,31.17,12.36,2.31,2.85,53075
3042,Wibaux County,MT,1017,15.8,21.34,1.38,2.95,30109
3043,Wichita County,KS,2234,4.35,14.77,1.43,1.12,20203
3044,Wichita County,TX,131500,17.82,18.91,1.86,4.28,48485
3045,Wicomico County,MD,98733,15.38,18.24,1.98,4.85,24045
3046,Wilbarger County,TX,13535,18.16,20.42,1.49,4.85,48487
3047,Wilcox County,AL,11670,30.44,26.8,5.85,9.1,1131
3048,Wilcox County,GA,9255,24.42,16.59,1.22,4.14,13315
3049,Wilkes County,GA,10593,24.17,20.33,4.44,6.92,13317
3050,Wilkes County,NC,69340,19.98,21.47,2.2,6.26,37193
3051,Wilkin County,MN,6576,9.28,17.21,1.55,3.16,27167
3052,Wilkinson County,GA,9563,24.64,22.51,2.96,5.52,13319
3053,Wilkinson County,MS,9878,31.41,20.54,3.12,7.12,28157
3054,Will County,IL,677560,7.2,23.73,0.92,2.41,17197
3055,Willacy County,TX,22134,31.42,21.87,1.18,4.17,48489
3056,Williams County,ND,22398,6.69,17.02,1.34,1.5,38105
3057,Williams County,OH,37642,13.62,21.53,1.84,4.67,39171
3058,Williamsburg County,SC,34423,24.28,21.59,3.74,9.26,45089
3059,Williamsburg city,VA,14068,22.87,7.34,1.68,1.48,51830
3060,Williamson County,IL,66357,15.05,19.61,2.52,5.42,17199
3061,Williamson County,TN,183182,4.44,25.81,0.63,0.93,47187
3062,Williamson County,TX,422679,7.06,25.68,0.77,1.54,48491
3063,Wilson County,KS,9409,14.39,18.24,1.82,3.57,20205
3064,Wilson County,NC,81234,22.31,18.79,2.28,5.29,37195
3065,Wilson County,TN,113993,8.54,22.21,0.98,2.67,47189
3066,Wilson County,TX,42918,10.62,25.0,1.06,2.64,48493
3067,Winchester city,VA,26203,15.1,15.75,2.89,2.5,51840
3068,Windham County,CT,118428,11.1,18.33,1.71,4.16,9015
3069,Windham County,VT,44513,13.58,16.16,1.83,4.94,50025
3070,Windsor County,VT,56670,10.07,17.29,1.62,4.35,50027
3071,Winkler County,TX,7110,15.91,20.18,1.42,2.5,48495
3072,Winn Parish,LA,15313,23.63,19.9,2.17,5.43,22127
3073,Winnebago County,IA,10866,8.58,15.28,0.79,2.01,19189
3074,Winnebago County,IL,295266,15.99,18.25,2.04,4.59,17201
3075,Winnebago County,WI,166994,12.88,17.53,1.48,3.02,55139
3076,Winneshiek County,IA,21056,8.79,16.43,0.76,1.58,19191
3077,Winona County,MN,51461,15.47,16.82,1.71,1.72,27169
3078,Winston County,AL,24484,16.18,19.27,2.51,5.22,1133
3079,Winston County,MS,19198,23.15,22.17,2.84,7.98,28159
3080,Wirt County,WV,5717,19.21,19.63,2.41,7.66,54105
3081,Wise County,TX,59127,12.62,22.95,0.95,3.1,48497
3082,Wise County,VA,41452,21.89,17.21,3.15,6.86,51195
3083,Wolfe County,KY,7355,32.34,23.75,8.17,16.61,21237
3084,Wood County,OH,125488,14.98,19.5,1.56,2.51,39173
3085,Wood County,TX,41964,14.37,18.67,1.24,3.81,48499
3086,Wood County,WI,74749,10.36,18.09,1.56,3.77,55141
3087,Wood County,WV,86956,16.81,17.28,2.67,4.96,54107
3088,Woodbury County,IA,102172,13.33,17.3,1.42,3.01,19193
3089,Woodford County,IL,38664,7.35,21.32,1.23,2.16,17203
3090,Woodford County,KY,24939,13.97,21.7,1.86,3.8,21239
3091,Woodruff County,AR,7260,24.7,22.73,4.61,11.31,5147
3092,Woods County,OK,8878,13.76,14.98,1.17,3.36,40151
3093,Woodson County,KS,3309,21.95,12.51,1.42,5.17,20207
3094,Woodward County,OK,20081,11.41,19.84,1.33,3.26,40153
3095,Worcester County,MA,798552,10.67,18.62,1.96,2.91,25027
3096,Worcester County,MD,51454,9.76,15.73,1.9,3.63,24047
3097,Worth County,GA,21679,20.42,22.37,1.79,8.1,13321
3098,Worth County,IA,7598,9.2,18.74,1.05,3.46,19195
3099,Worth County,MO,2171,15.23,14.88,0.83,2.26,29227
3100,Wrangell City and Borough,AK,2369,7.8,10.89,1.98,3.25,2275
3101,Wright County,IA,13229,12.76,13.92,1.64,3.01,19197
3102,Wright County,MN,124700,4.53,26.29,1.02,1.63,27171
3103,Wright County,MO,18815,24.79,21.29,2.28,7.72,29229
3104,Wyandot County,OH,22615,9.52,16.87,1.38,2.23,39175
3105,Wyandotte County,KS,157505,20.3,18.95,2.32,3.89,20209
3106,Wyoming County,NY,42155,10.65,18.87,2.15,3.62,36121
3107,Wyoming County,PA,28276,10.53,21.57,1.77,4.19,42131
3108,Wyoming County,WV,23796,21.75,20.6,3.76,9.82,54109
3109,Wythe County,VA,29235,15.69,18.43,2.28,4.57,51197
3110,Yadkin County,NC,38406,15.18,21.28,1.78,5.05,37197
3111,Yakima County,WA,243231,18.33,20.25,0.97,4.39,53077
3112,Yakutat City and Borough,AK,662,6.68,21.0,3.02,2.87,2282
3113,Yalobusha County,MS,12678,16.37,21.33,2.52,6.37,28161
3114,Yamhill County,OR,99193,13.85,17.61,0.92,3.67,41071
3115,Yancey County,NC,17818,19.2,18.34,1.81,6.13,37199
3116,Yankton County,SD,22438,12.99,18.45,1.94,3.44,46135
3117,Yates County,NY,25348,11.11,19.21,2.97,2.79,36123
3118,Yavapai County,AZ,211033,13.95,17.03,1.3,3.41,4025
3119,Yazoo County,MS,28065,31.02,22.73,2.46,7.58,28163
3120,Yell County,AR,22185,16.79,23.89,1.46,4.66,5149
3121,Yellow Medicine County,MN,10438,13.53,19.17,1.19,2.69,27173
3122,Yellowstone County,MT,147972,10.11,19.63,1.6,2.67,30111
3123,Yoakum County,TX,7879,9.01,23.26,0.76,1.22,48501
3124,Yolo County,CA,200849,20.25,11.43,0.83,1.23,6113
3125,York County,ME,197131,8.43,18.06,1.59,3.08,23031
3126,York County,NE,13665,10.22,17.24,1.28,1.83,31185
3127,York County,PA,434972,10.09,19.11,1.41,2.9,42133
3128,York County,SC,226073,12.58,21.35,1.27,3.07,45091
3129,York County,VA,65464,4.67,20.9,0.64,0.95,51199
3130,Young County,TX,18550,12.1,20.19,1.3,3.41,48503
3131,Yuba County,CA,72155,18.5,23.81,1.59,3.89,6115
3132,Yukon-Koyukuk Census Area,AK,5588,25.49,25.95,18.77,11.4,2290
3133,Yuma County,AZ,195751,20.37,19.34,1.16,3.68,4027
3134,Yuma County,CO,10043,14.46,20.48,1.36,2.86,8125
3135,Zapata County,TX,14018,38.91,23.93,1.67,7.3,48505
3136,Zavala County,TX,11677,35.27,24.14,3.79,8.53,48507
3137,Ziebach County,SD,2801,40.96,26.38,2.68,6.68,46137
